TIME_STEP, acou_kinetic, dipo_kinetic, short_range, long_range, dipole_E_field, unharmonic, homo_strain, homo_coupling, homo_strain_int, homo_coupling_i, inho_strain, inho_coupling, inho_modulation, total_energy, H_Nose_Poincare
12, 0.000000, 0.091060, 0.141869, -0.178549, 0.000000, 0.121914, 0.017473, -0.034945, 0.000045, -0.000004, 0.015392, -0.030785, 0.000000, 0.143470, -0.001107
13, 0.000000, 0.083171, 0.141721, -0.178561, 0.000000, 0.120478, 0.017408, -0.034816, 0.000045, -0.000004, 0.015247, -0.030494, 0.000000, 0.134194, -0.001192
14, 0.000000, 0.075878, 0.141552, -0.178578, 0.000000, 0.118952, 0.017333, -0.034667, 0.000045, -0.000004, 0.015085, -0.030171, 0.000000, 0.125425, -0.001280
15, 0.000000, 0.069194, 0.141363, -0.178600, 0.000000, 0.117345, 0.017249, -0.034499, 0.000044, -0.000004, 0.014908, -0.029817, 0.000000, 0.117185, -0.001387
16, 0.000000, 0.063115, 0.141154, -0.178626, 0.000000, 0.115672, 0.017156, -0.034313, 0.000044, -0.000004, 0.014718, -0.029436, 0.000000, 0.109481, -0.001518
17, 0.000000, 0.057619, 0.140926, -0.178656, 0.000000, 0.113952, 0.017054, -0.034109, 0.000044, -0.000004, 0.014516, -0.029031, 0.000000, 0.102312, -0.001672
18, 0.000000, 0.052671, 0.140680, -0.178689, 0.000000, 0.112206, 0.016944, -0.033888, 0.000044, -0.000004, 0.014304, -0.028607, 0.000000, 0.095662, -0.001844
19, 0.000000, 0.048234, 0.140416, -0.178724, 0.000000, 0.110451, 0.016826, -0.033652, 0.000044, -0.000004, 0.014084, -0.028168, 0.000000, 0.089509, -0.002027
20, 0.000000, 0.044267, 0.140136, -0.178760, 0.000000, 0.108701, 0.016701, -0.033401, 0.000044, -0.000003, 0.013858, -0.027717, 0.000000, 0.083825, -0.002213
21, 0.000000, 0.040731, 0.139841, -0.178797, 0.000000, 0.106963, 0.016569, -0.033138, 0.000044, -0.000003, 0.013628, -0.027257, 0.000000, 0.078582, -0.002395
22, 0.000000, 0.037590, 0.139531, -0.178833, 0.000000, 0.105243, 0.016431, -0.032862, 0.000044, -0.000003, 0.013396, -0.026791, 0.000000, 0.073746, -0.002563
23, 0.000000, 0.034806, 0.139207, -0.178867, 0.000000, 0.103544, 0.016288, -0.032576, 0.000043, -0.000003, 0.013161, -0.026322, 0.000000, 0.069282, -0.002716
24, 0.000000, 0.032343, 0.138871, -0.178898, 0.000000, 0.101865, 0.016140, -0.032280, 0.000043, -0.000003, 0.012925, -0.025850, 0.000000, 0.065158, -0.002851
25, 0.000000, 0.030167, 0.138524, -0.178925, 0.000000, 0.100210, 0.015988, -0.031976, 0.000043, -0.000002, 0.012690, -0.025379, 0.000000, 0.061338, -0.002971
26, 0.000000, 0.028244, 0.138165, -0.178948, 0.000000, 0.098578, 0.015832, -0.031665, 0.000043, -0.000002, 0.012455, -0.024909, 0.000000, 0.057793, -0.003076
27, 0.000000, 0.026546, 0.137797, -0.178965, 0.000000, 0.096970, 0.015674, -0.031348, 0.000043, -0.000002, 0.012221, -0.024442, 0.000000, 0.054494, -0.003169
28, 0.000000, 0.025045, 0.137420, -0.178976, 0.000000, 0.095389, 0.015513, -0.031025, 0.000042, -0.000002, 0.011989, -0.023978, 0.000000, 0.051416, -0.003252
29, 0.000000, 0.023717, 0.137034, -0.178980, 0.000000, 0.093833, 0.015349, -0.030699, 0.000042, -0.000002, 0.011760, -0.023519, 0.000000, 0.048536, -0.003326
30, 0.000000, 0.022542, 0.136641, -0.178976, 0.000000, 0.092304, 0.015185, -0.030369, 0.000042, -0.000001, 0.011533, -0.023066, 0.000000, 0.045834, -0.003391
31, 0.000000, 0.021502, 0.136241, -0.178964, 0.000000, 0.090802, 0.015019, -0.030037, 0.000042, -0.000001, 0.011309, -0.022619, 0.000000, 0.043293, -0.003449
32, 0.000000, 0.020579, 0.135835, -0.178944, 0.000000, 0.089327, 0.014852, -0.029703, 0.000042, -0.000001, 0.011089, -0.022178, 0.000000, 0.040897, -0.003499
33, 0.000000, 0.019758, 0.135424, -0.178914, 0.000000, 0.087879, 0.014684, -0.029368, 0.000041, -0.000001, 0.010873, -0.021745, 0.000000, 0.038632, -0.003542
34, 0.000000, 0.019029, 0.135007, -0.178874, 0.000000, 0.086459, 0.014517, -0.029033, 0.000041, -0.000001, 0.010660, -0.021320, 0.000000, 0.036485, -0.003579
35, 0.000000, 0.018378, 0.134587, -0.178825, 0.000000, 0.085066, 0.014349, -0.028698, 0.000041, -0.000000, 0.010451, -0.020902, 0.000000, 0.034446, -0.003609
36, 0.000000, 0.017797, 0.134162, -0.178766, 0.000000, 0.083701, 0.014182, -0.028364, 0.000041, -0.000000, 0.010246, -0.020493, 0.000000, 0.032506, -0.003633
37, 0.000000, 0.017277, 0.133735, -0.178696, 0.000000, 0.082362, 0.014016, -0.028031, 0.000041, 0.000000, 0.010046, -0.020092, 0.000000, 0.030657, -0.003653
38, 0.000000, 0.016811, 0.133304, -0.178617, 0.000000, 0.081051, 0.013850, -0.027700, 0.000040, 0.000000, 0.009850, -0.019700, 0.000000, 0.028890, -0.003667
39, 0.000000, 0.016392, 0.132871, -0.178527, 0.000000, 0.079767, 0.013685, -0.027371, 0.000040, 0.000001, 0.009658, -0.019317, 0.000000, 0.027201, -0.003677
40, 0.000000, 0.016014, 0.132436, -0.178426, 0.000000, 0.078510, 0.013522, -0.027044, 0.000040, 0.000001, 0.009471, -0.018942, 0.000000, 0.025582, -0.003684
41, 0.000000, 0.015673, 0.131999, -0.178315, 0.000000, 0.077279, 0.013360, -0.026719, 0.000040, 0.000001, 0.009288, -0.018576, 0.000000, 0.024030, -0.003686
42, 0.000000, 0.015365, 0.131561, -0.178194, 0.000000, 0.076075, 0.013199, -0.026398, 0.000040, 0.000001, 0.009110, -0.018219, 0.000000, 0.022539, -0.003686
43, 0.000000, 0.015086, 0.131122, -0.178062, 0.000000, 0.074896, 0.013040, -0.026080, 0.000039, 0.000001, 0.008935, -0.017871, 0.000000, 0.021107, -0.003683
44, 0.000000, 0.014833, 0.130682, -0.177920, 0.000000, 0.073743, 0.012882, -0.025765, 0.000039, 0.000001, 0.008766, -0.017532, 0.000000, 0.019729, -0.003678
45, 0.000000, 0.014602, 0.130241, -0.177769, 0.000000, 0.072615, 0.012727, -0.025454, 0.000039, 0.000002, 0.008600, -0.017201, 0.000000, 0.018404, -0.003671
46, 0.000000, 0.014393, 0.129800, -0.177607, 0.000000, 0.071512, 0.012573, -0.025146, 0.000039, 0.000002, 0.008439, -0.016878, 0.000000, 0.017127, -0.003662
47, 0.000000, 0.014202, 0.129359, -0.177436, 0.000000, 0.070433, 0.012421, -0.024842, 0.000039, 0.000002, 0.008282, -0.016564, 0.000000, 0.015897, -0.003651
48, 0.000000, 0.014029, 0.128919, -0.177255, 0.000000, 0.069378, 0.012271, -0.024542, 0.000039, 0.000002, 0.008129, -0.016259, 0.000000, 0.014712, -0.003639
49, 0.000000, 0.013871, 0.128478, -0.177064, 0.000000, 0.068347, 0.012123, -0.024246, 0.000038, 0.000002, 0.007981, -0.015961, 0.000000, 0.013569, -0.003625
50, 0.000000, 0.013728, 0.128038, -0.176865, 0.000000, 0.067339, 0.011977, -0.023954, 0.000038, 0.000003, 0.007836, -0.015672, 0.000000, 0.012467, -0.003611
51, 0.000000, 0.013599, 0.127598, -0.176658, 0.000000, 0.066353, 0.011833, -0.023667, 0.000038, 0.000003, 0.007695, -0.015390, 0.000000, 0.011405, -0.003595
52, 0.000000, 0.013482, 0.127159, -0.176441, 0.000000, 0.065390, 0.011692, -0.023383, 0.000038, 0.000003, 0.007558, -0.015116, 0.000000, 0.010381, -0.003579
53, 0.000000, 0.013377, 0.126721, -0.176217, 0.000000, 0.064449, 0.011552, -0.023104, 0.000038, 0.000003, 0.007425, -0.014850, 0.000000, 0.009394, -0.003561
54, 0.000000, 0.013283, 0.126284, -0.175985, 0.000000, 0.063529, 0.011414, -0.022829, 0.000038, 0.000003, 0.007295, -0.014591, 0.000000, 0.008442, -0.003543
55, 0.000000, 0.013200, 0.125848, -0.175745, 0.000000, 0.062630, 0.011279, -0.022558, 0.000037, 0.000003, 0.007170, -0.014339, 0.000000, 0.007525, -0.003525
56, 0.000000, 0.013127, 0.125413, -0.175499, 0.000000, 0.061752, 0.011146, -0.022291, 0.000037, 0.000004, 0.007047, -0.014094, 0.000000, 0.006641, -0.003506
57, 0.000000, 0.013064, 0.124979, -0.175246, 0.000000, 0.060893, 0.011015, -0.022029, 0.000037, 0.000004, 0.006928, -0.013857, 0.000000, 0.005790, -0.003486
58, 0.000000, 0.013012, 0.124547, -0.174986, 0.000000, 0.060055, 0.010885, -0.021771, 0.000037, 0.000004, 0.006813, -0.013626, 0.000000, 0.004970, -0.003466
59, 0.000000, 0.012969, 0.124117, -0.174721, 0.000000, 0.059235, 0.010759, -0.021517, 0.000037, 0.000004, 0.006701, -0.013401, 0.000000, 0.004182, -0.003446
60, 0.000000, 0.012935, 0.123688, -0.174450, 0.000000, 0.058435, 0.010634, -0.021267, 0.000037, 0.000004, 0.006591, -0.013183, 0.000000, 0.003423, -0.003425
61, 0.000000, 0.012911, 0.123260, -0.174174, 0.000000, 0.057653, 0.010511, -0.021022, 0.000036, 0.000004, 0.006486, -0.012971, 0.000000, 0.002695, -0.003405
62, 0.000000, 0.012897, 0.122834, -0.173894, 0.000000, 0.056889, 0.010390, -0.020781, 0.000036, 0.000004, 0.006383, -0.012765, 0.000000, 0.001995, -0.003384
63, 0.000000, 0.012892, 0.122411, -0.173609, 0.000000, 0.056143, 0.010272, -0.020543, 0.000036, 0.000005, 0.006283, -0.012566, 0.000000, 0.001323, -0.003364
64, 0.000000, 0.012897, 0.121989, -0.173321, 0.000000, 0.055415, 0.010155, -0.020310, 0.000036, 0.000005, 0.006186, -0.012372, 0.000000, 0.000680, -0.003344
65, 0.000000, 0.012912, 0.121569, -0.173029, 0.000000, 0.054703, 0.010041, -0.020081, 0.000036, 0.000005, 0.006092, -0.012184, 0.000000, 0.000064, -0.003325
66, 0.000000, 0.012937, 0.121152, -0.172734, 0.000000, 0.054008, 0.009928, -0.019856, 0.000036, 0.000005, 0.006001, -0.012001, 0.000000, -0.000525, -0.003306
67, 0.000000, 0.012972, 0.120737, -0.172438, 0.000000, 0.053330, 0.009818, -0.019636, 0.000036, 0.000005, 0.005912, -0.011824, 0.000000, -0.001088, -0.003287
68, 0.000000, 0.013017, 0.120324, -0.172139, 0.000000, 0.052668, 0.009709, -0.019419, 0.000035, 0.000005, 0.005826, -0.011652, 0.000000, -0.001624, -0.003269
69, 0.000000, 0.013074, 0.119914, -0.171839, 0.000000, 0.052022, 0.009603, -0.019206, 0.000035, 0.000005, 0.005743, -0.011486, 0.000000, -0.002135, -0.003252
70, 0.000000, 0.013141, 0.119507, -0.171538, 0.000000, 0.051391, 0.009498, -0.018997, 0.000035, 0.000005, 0.005662, -0.011324, 0.000000, -0.002619, -0.003236
71, 0.000000, 0.013220, 0.119102, -0.171237, 0.000000, 0.050776, 0.009396, -0.018791, 0.000035, 0.000005, 0.005584, -0.011168, 0.000000, -0.003078, -0.003221
72, 0.000000, 0.013310, 0.118701, -0.170936, 0.000000, 0.050176, 0.009295, -0.018590, 0.000035, 0.000006, 0.005508, -0.011016, 0.000000, -0.003512, -0.003206
73, 0.000000, 0.013413, 0.118303, -0.170636, 0.000000, 0.049591, 0.009196, -0.018393, 0.000035, 0.000006, 0.005435, -0.010870, 0.000000, -0.003920, -0.003193
74, 0.000000, 0.013529, 0.117908, -0.170338, 0.000000, 0.049021, 0.009100, -0.018199, 0.000035, 0.000006, 0.005364, -0.010728, 0.000000, -0.004303, -0.003180
75, 0.000000, 0.013657, 0.117517, -0.170041, 0.000000, 0.048465, 0.009005, -0.018010, 0.000035, 0.000006, 0.005295, -0.010591, 0.000000, -0.004661, -0.003169
76, 0.000000, 0.013800, 0.117129, -0.169747, 0.000000, 0.047924, 0.008912, -0.017824, 0.000035, 0.000006, 0.005229, -0.010458, 0.000000, -0.004994, -0.003158
77, 0.000000, 0.013957, 0.116746, -0.169456, 0.000000, 0.047398, 0.008821, -0.017642, 0.000034, 0.000006, 0.005165, -0.010330, 0.000000, -0.005301, -0.003148
78, 0.000000, 0.014128, 0.116367, -0.169169, 0.000000, 0.046885, 0.008732, -0.017464, 0.000034, 0.000006, 0.005103, -0.010207, 0.000000, -0.005583, -0.003140
79, 0.000000, 0.014315, 0.115992, -0.168886, 0.000000, 0.046387, 0.008645, -0.017290, 0.000034, 0.000006, 0.005044, -0.010088, 0.000000, -0.005839, -0.003132
80, 0.000000, 0.014519, 0.115623, -0.168609, 0.000000, 0.045903, 0.008560, -0.017119, 0.000034, 0.000006, 0.004987, -0.009973, 0.000000, -0.006070, -0.003125
81, 0.000000, 0.014739, 0.115258, -0.168337, 0.000000, 0.045433, 0.008476, -0.016953, 0.000034, 0.000006, 0.004931, -0.009863, 0.000000, -0.006273, -0.003118
82, 0.000000, 0.014977, 0.114899, -0.168071, 0.000000, 0.044978, 0.008395, -0.016790, 0.000034, 0.000007, 0.004879, -0.009757, 0.000000, -0.006451, -0.003113
83, 0.000000, 0.015234, 0.114546, -0.167813, 0.000000, 0.044536, 0.008316, -0.016631, 0.000034, 0.000007, 0.004828, -0.009656, 0.000000, -0.006601, -0.003108
84, 0.000000, 0.015510, 0.114199, -0.167563, 0.000000, 0.044109, 0.008238, -0.016477, 0.000034, 0.000007, 0.004779, -0.009559, 0.000000, -0.006723, -0.003104
85, 0.000000, 0.015806, 0.113858, -0.167322, 0.000000, 0.043696, 0.008163, -0.016326, 0.000034, 0.000007, 0.004733, -0.009466, 0.000000, -0.006817, -0.003100
86, 0.000000, 0.016123, 0.113524, -0.167090, 0.000000, 0.043298, 0.008090, -0.016179, 0.000034, 0.000007, 0.004689, -0.009377, 0.000000, -0.006883, -0.003097
87, 0.000000, 0.016462, 0.113198, -0.166869, 0.000000, 0.042914, 0.008018, -0.016037, 0.000033, 0.000007, 0.004647, -0.009293, 0.000000, -0.006918, -0.003093
88, 0.000000, 0.016825, 0.112880, -0.166659, 0.000000, 0.042545, 0.007949, -0.015899, 0.000033, 0.000007, 0.004607, -0.009214, 0.000000, -0.006924, -0.003090
89, 0.000000, 0.017212, 0.112571, -0.166461, 0.000000, 0.042191, 0.007882, -0.015765, 0.000033, 0.000007, 0.004569, -0.009138, 0.000000, -0.006898, -0.003087
90, 0.000000, 0.017624, 0.112270, -0.166277, 0.000000, 0.041853, 0.007817, -0.015635, 0.000033, 0.000007, 0.004534, -0.009068, 0.000000, -0.006841, -0.003084
91, 0.000000, 0.018063, 0.111979, -0.166107, 0.000000, 0.041530, 0.007755, -0.015510, 0.000033, 0.000007, 0.004501, -0.009002, 0.000000, -0.006750, -0.003081
92, 0.000000, 0.018530, 0.111699, -0.165952, 0.000000, 0.041223, 0.007695, -0.015389, 0.000033, 0.000007, 0.004470, -0.008940, 0.000000, -0.006625, -0.003077
93, 0.000000, 0.019025, 0.111429, -0.165814, 0.000000, 0.040932, 0.007637, -0.015273, 0.000033, 0.000007, 0.004442, -0.008883, 0.000000, -0.006465, -0.003073
94, 0.000000, 0.019551, 0.111172, -0.165693, 0.000000, 0.040657, 0.007581, -0.015162, 0.000033, 0.000007, 0.004416, -0.008831, 0.000000, -0.006269, -0.003068
95, 0.000000, 0.020109, 0.110927, -0.165591, 0.000000, 0.040400, 0.007528, -0.015057, 0.000033, 0.000007, 0.004392, -0.008784, 0.000000, -0.006036, -0.003062
96, 0.000000, 0.020699, 0.110695, -0.165510, 0.000000, 0.040161, 0.007478, -0.014956, 0.000033, 0.000008, 0.004371, -0.008742, 0.000000, -0.005764, -0.003055
97, 0.000000, 0.021323, 0.110478, -0.165450, 0.000000, 0.039940, 0.007430, -0.014860, 0.000033, 0.000008, 0.004352, -0.008705, 0.000000, -0.005451, -0.003047
98, 0.000000, 0.021983, 0.110276, -0.165413, 0.000000, 0.039737, 0.007385, -0.014770, 0.000033, 0.000008, 0.004337, -0.008673, 0.000000, -0.005098, -0.003037
99, 0.000000, 0.022679, 0.110090, -0.165400, 0.000000, 0.039554, 0.007343, -0.014686, 0.000033, 0.000008, 0.004323, -0.008647, 0.000000, -0.004703, -0.003026
100, 0.000000, 0.023413, 0.109922, -0.165413, 0.000000, 0.039392, 0.007304, -0.014608, 0.000033, 0.000008, 0.004313, -0.008626, 0.000000, -0.004263, -0.003014
101, 0.000000, 0.024186, 0.109772, -0.165453, 0.000000, 0.039250, 0.007268, -0.014536, 0.000032, 0.000008, 0.004306, -0.008611, 0.000000, -0.003779, -0.002999
102, 0.000000, 0.024999, 0.109642, -0.165523, 0.000000, 0.039130, 0.007235, -0.014471, 0.000032, 0.000008, 0.004301, -0.008602, 0.000000, -0.003248, -0.002982
103, 0.000000, 0.025854, 0.109532, -0.165624, 0.000000, 0.039033, 0.007206, -0.014412, 0.000032, 0.000008, 0.004300, -0.008600, 0.000000, -0.002671, -0.002964
104, 0.000000, 0.026750, 0.109446, -0.165758, 0.000000, 0.038959, 0.007180, -0.014361, 0.000032, 0.000008, 0.004302, -0.008603, 0.000000, -0.002045, -0.002943
105, 0.000000, 0.027689, 0.109382, -0.165926, 0.000000, 0.038910, 0.007158, -0.014316, 0.000032, 0.000008, 0.004307, -0.008614, 0.000000, -0.001369, -0.002920
106, 0.000000, 0.028672, 0.109345, -0.166132, 0.000000, 0.038887, 0.007140, -0.014280, 0.000032, 0.000008, 0.004315, -0.008631, 0.000000, -0.000644, -0.002894
107, 0.000000, 0.029697, 0.109333, -0.166376, 0.000000, 0.038891, 0.007126, -0.014252, 0.000032, 0.000008, 0.004328, -0.008655, 0.000000, 0.000132, -0.002865
108, 0.000000, 0.030766, 0.109351, -0.166661, 0.000000, 0.038922, 0.007116, -0.014232, 0.000032, 0.000008, 0.004344, -0.008687, 0.000000, 0.000958, -0.002833
109, 0.000000, 0.031878, 0.109398, -0.166990, 0.000000, 0.038984, 0.007111, -0.014222, 0.000032, 0.000008, 0.004364, -0.008727, 0.000000, 0.001836, -0.002799
110, 0.000000, 0.033032, 0.109477, -0.167365, 0.000000, 0.039076, 0.007110, -0.014220, 0.000032, 0.000008, 0.004388, -0.008775, 0.000000, 0.002763, -0.002761
111, 0.000000, 0.034227, 0.109590, -0.167787, 0.000000, 0.039200, 0.007114, -0.014229, 0.000032, 0.000008, 0.004416, -0.008832, 0.000000, 0.003741, -0.002720
112, 0.000000, 0.035462, 0.109739, -0.168261, 0.000000, 0.039359, 0.007124, -0.014248, 0.000032, 0.000008, 0.004449, -0.008897, 0.000000, 0.004767, -0.002676
113, 0.000000, 0.036734, 0.109925, -0.168787, 0.000000, 0.039552, 0.007139, -0.014277, 0.000032, 0.000008, 0.004486, -0.008972, 0.000000, 0.005839, -0.002627
114, 0.000000, 0.038040, 0.110151, -0.169370, 0.000000, 0.039783, 0.007159, -0.014319, 0.000032, 0.000008, 0.004528, -0.009056, 0.000000, 0.006957, -0.002575
115, 0.000000, 0.039377, 0.110418, -0.170010, 0.000000, 0.040053, 0.007186, -0.014372, 0.000032, 0.000008, 0.004575, -0.009150, 0.000000, 0.008116, -0.002520
116, 0.000000, 0.040740, 0.110728, -0.170712, 0.000000, 0.040363, 0.007219, -0.014437, 0.000032, 0.000008, 0.004627, -0.009255, 0.000000, 0.009313, -0.002460
117, 0.000000, 0.042126, 0.111084, -0.171478, 0.000000, 0.040715, 0.007258, -0.014516, 0.000032, 0.000008, 0.004685, -0.009371, 0.000000, 0.010545, -0.002396
118, 0.000000, 0.043528, 0.111488, -0.172310, 0.000000, 0.041112, 0.007305, -0.014609, 0.000032, 0.000008, 0.004749, -0.009498, 0.000000, 0.011806, -0.002327
119, 0.000000, 0.044939, 0.111942, -0.173211, 0.000000, 0.041556, 0.007358, -0.014716, 0.000032, 0.000008, 0.004818, -0.009636, 0.000000, 0.013090, -0.002254
120, 0.000000, 0.046354, 0.112448, -0.174184, 0.000000, 0.042047, 0.007419, -0.014839, 0.000032, 0.000008, 0.004894, -0.009787, 0.000000, 0.014392, -0.002177
121, 0.000000, 0.047763, 0.113007, -0.175231, 0.000000, 0.042588, 0.007488, -0.014977, 0.000033, 0.000008, 0.004976, -0.009951, 0.000000, 0.015705, -0.002095
122, 0.000000, 0.049159, 0.113622, -0.176355, 0.000000, 0.043182, 0.007566, -0.015131, 0.000033, 0.000008, 0.005064, -0.010128, 0.000000, 0.017019, -0.002009
123, 0.000000, 0.050532, 0.114295, -0.177558, 0.000000, 0.043830, 0.007651, -0.015303, 0.000033, 0.000008, 0.005159, -0.010318, 0.000000, 0.018328, -0.001918
124, 0.000000, 0.051871, 0.115026, -0.178843, 0.000000, 0.044533, 0.007746, -0.015492, 0.000033, 0.000008, 0.005261, -0.010522, 0.000000, 0.019622, -0.001823
125, 0.000000, 0.053167, 0.115819, -0.180210, 0.000000, 0.045295, 0.007850, -0.015700, 0.000033, 0.000008, 0.005370, -0.010741, 0.000000, 0.020891, -0.001725
126, 0.000000, 0.054410, 0.116674, -0.181663, 0.000000, 0.046115, 0.007964, -0.015927, 0.000033, 0.000008, 0.005487, -0.010974, 0.000000, 0.022126, -0.001622
127, 0.000000, 0.055587, 0.117592, -0.183202, 0.000000, 0.046997, 0.008087, -0.016174, 0.000033, 0.000008, 0.005611, -0.011222, 0.000000, 0.023317, -0.001517
128, 0.000000, 0.056688, 0.118574, -0.184829, 0.000000, 0.047941, 0.008221, -0.016441, 0.000033, 0.000008, 0.005743, -0.011485, 0.000000, 0.024453, -0.001408
129, 0.000000, 0.057703, 0.119622, -0.186544, 0.000000, 0.048949, 0.008365, -0.016729, 0.000033, 0.000008, 0.005882, -0.011764, 0.000000, 0.025524, -0.001298
130, 0.000000, 0.058621, 0.120735, -0.188350, 0.000000, 0.050022, 0.008519, -0.017039, 0.000034, 0.000008, 0.006029, -0.012058, 0.000000, 0.026521, -0.001187
131, 0.000000, 0.059432, 0.121915, -0.190244, 0.000000, 0.051160, 0.008685, -0.017370, 0.000034, 0.000008, 0.006184, -0.012368, 0.000000, 0.027435, -0.001075
132, 0.000000, 0.060127, 0.123160, -0.192229, 0.000000, 0.052364, 0.008862, -0.017724, 0.000034, 0.000008, 0.006347, -0.012693, 0.000000, 0.028256, -0.000963
133, 0.000000, 0.060699, 0.124471, -0.194302, 0.000000, 0.053635, 0.009050, -0.018100, 0.000034, 0.000008, 0.006517, -0.013034, 0.000000, 0.028977, -0.000852
134, 0.000000, 0.061141, 0.125847, -0.196464, 0.000000, 0.054972, 0.009250, -0.018500, 0.000034, 0.000007, 0.006695, -0.013390, 0.000000, 0.029592, -0.000744
135, 0.000000, 0.061447, 0.127286, -0.198712, 0.000000, 0.056374, 0.009461, -0.018922, 0.000035, 0.000007, 0.006881, -0.013761, 0.000000, 0.030096, -0.000640
136, 0.000000, 0.061615, 0.128788, -0.201046, 0.000000, 0.057842, 0.009683, -0.019367, 0.000035, 0.000007, 0.007074, -0.014147, 0.000000, 0.030484, -0.000539
137, 0.000000, 0.061641, 0.130351, -0.203462, 0.000000, 0.059373, 0.009917, -0.019835, 0.000035, 0.000007, 0.007273, -0.014547, 0.000000, 0.030754, -0.000444
138, 0.000000, 0.061525, 0.131972, -0.205957, 0.000000, 0.060967, 0.010163, -0.020326, 0.000035, 0.000007, 0.007480, -0.014960, 0.000000, 0.030906, -0.000355
139, 0.000000, 0.061269, 0.133650, -0.208530, 0.000000, 0.062620, 0.010420, -0.020839, 0.000036, 0.000007, 0.007693, -0.015386, 0.000000, 0.030939, -0.000272
140, 0.000000, 0.060877, 0.135382, -0.211177, 0.000000, 0.064332, 0.010687, -0.021374, 0.000036, 0.000006, 0.007912, -0.015825, 0.000000, 0.030857, -0.000196
141, 0.000000, 0.060352, 0.137165, -0.213892, 0.000000, 0.066098, 0.010966, -0.021932, 0.000036, 0.000006, 0.008137, -0.016274, 0.000000, 0.030662, -0.000129
142, 0.000000, 0.059701, 0.138996, -0.216674, 0.000000, 0.067916, 0.011255, -0.022509, 0.000037, 0.000006, 0.008367, -0.016733, 0.000000, 0.030360, -0.000070
143, 0.000000, 0.058933, 0.140871, -0.219516, 0.000000, 0.069781, 0.011554, -0.023108, 0.000037, 0.000006, 0.008601, -0.017201, 0.000000, 0.029957, -0.000019
144, 0.000000, 0.058055, 0.142787, -0.222414, 0.000000, 0.071690, 0.011863, -0.023725, 0.000037, 0.000005, 0.008839, -0.017678, 0.000000, 0.029460, 0.000022
145, 0.000000, 0.057078, 0.144741, -0.225363, 0.000000, 0.073639, 0.012181, -0.024361, 0.000038, 0.000005, 0.009080, -0.018160, 0.000000, 0.028877, 0.000053
146, 0.000000, 0.056013, 0.146728, -0.228358, 0.000000, 0.075623, 0.012507, -0.025014, 0.000038, 0.000005, 0.009324, -0.018648, 0.000000, 0.028217, 0.000075
147, 0.000000, 0.054872, 0.148744, -0.231394, 0.000000, 0.077636, 0.012842, -0.025684, 0.000038, 0.000005, 0.009570, -0.019139, 0.000000, 0.027489, 0.000086
148, 0.000000, 0.053665, 0.150786, -0.234465, 0.000000, 0.079674, 0.013184, -0.026368, 0.000039, 0.000004, 0.009817, -0.019633, 0.000000, 0.026703, 0.000087
