TIME_STEP, acou_kinetic, dipo_kinetic, short_range, long_range, dipole_E_field, unharmonic, homo_strain, homo_coupling, homo_strain_int, homo_coupling_i, inho_strain, inho_coupling, inho_modulation, total_energy, H_Nose_Poincare
67, 0.000000, 0.049486, 0.041680, -0.035499, 0.000000, 0.014964, 0.001988, -0.003975, 0.000027, 0.000007, 0.002007, -0.004014, 0.000000, 0.066670, -0.000092
68, 0.000000, 0.053895, 0.041106, -0.036098, 0.000000, 0.014564, 0.001936, -0.003873, 0.000027, 0.000007, 0.001951, -0.003902, 0.000000, 0.069614, -0.000100
69, 0.000000, 0.058769, 0.040542, -0.036690, 0.000000, 0.014186, 0.001886, -0.003773, 0.000027, 0.000007, 0.001898, -0.003796, 0.000000, 0.073055, -0.000107
70, 0.000000, 0.064131, 0.039991, -0.037260, 0.000000, 0.013831, 0.001838, -0.003675, 0.000027, 0.000007, 0.001849, -0.003697, 0.000000, 0.077040, -0.000113
71, 0.000000, 0.070003, 0.039455, -0.037792, 0.000000, 0.013505, 0.001791, -0.003582, 0.000026, 0.000007, 0.001804, -0.003608, 0.000000, 0.081609, -0.000118
72, 0.000000, 0.076396, 0.038936, -0.038267, 0.000000, 0.013213, 0.001746, -0.003492, 0.000026, 0.000007, 0.001764, -0.003529, 0.000000, 0.086801, -0.000121
73, 0.000000, 0.083311, 0.038439, -0.038665, 0.000000, 0.012963, 0.001704, -0.003407, 0.000026, 0.000007, 0.001731, -0.003463, 0.000000, 0.092646, -0.000124
74, 0.000000, 0.090733, 0.037965, -0.038965, 0.000000, 0.012766, 0.001664, -0.003328, 0.000026, 0.000007, 0.001706, -0.003412, 0.000000, 0.099161, -0.000124
75, 0.000000, 0.098630, 0.037517, -0.039144, 0.000000, 0.012632, 0.001628, -0.003256, 0.000026, 0.000007, 0.001689, -0.003378, 0.000000, 0.106351, -0.000123
76, 0.000000, 0.106948, 0.037101, -0.039178, 0.000000, 0.012572, 0.001596, -0.003193, 0.000026, 0.000007, 0.001682, -0.003363, 0.000000, 0.114197, -0.000119
77, 0.000000, 0.115610, 0.036719, -0.039043, 0.000000, 0.012594, 0.001569, -0.003138, 0.000026, 0.000007, 0.001685, -0.003371, 0.000000, 0.122658, -0.000114
78, 0.000000, 0.124511, 0.036375, -0.038715, 0.000000, 0.012708, 0.001547, -0.003093, 0.000026, 0.000007, 0.001701, -0.003402, 0.000000, 0.131664, -0.000108
79, 0.000000, 0.133513, 0.036073, -0.038168, 0.000000, 0.012921, 0.001530, -0.003060, 0.000026, 0.000007, 0.001729, -0.003458, 0.000000, 0.141113, -0.000100
80, 0.000000, 0.142452, 0.035817, -0.037380, 0.000000, 0.013239, 0.001520, -0.003040, 0.000026, 0.000007, 0.001771, -0.003541, 0.000000, 0.150870, -0.000091
81, 0.000000, 0.151137, 0.035610, -0.036330, 0.000000, 0.013663, 0.001517, -0.003034, 0.000026, 0.000007, 0.001826, -0.003652, 0.000000, 0.160770, -0.000081
82, 0.000000, 0.159359, 0.035456, -0.035001, 0.000000, 0.014188, 0.001521, -0.003042, 0.000026, 0.000007, 0.001895, -0.003790, 0.000000, 0.170618, -0.000071
83, 0.000000, 0.166901, 0.035355, -0.033380, 0.000000, 0.014801, 0.001533, -0.003067, 0.000026, 0.000007, 0.001977, -0.003955, 0.000000, 0.180200, -0.000060
84, 0.000000, 0.173546, 0.035312, -0.031460, 0.000000, 0.015487, 0.001555, -0.003109, 0.000026, 0.000007, 0.002072, -0.004144, 0.000000, 0.189291, -0.000051
85, 0.000000, 0.179079, 0.035326, -0.029239, 0.000000, 0.016233, 0.001585, -0.003170, 0.000026, 0.000007, 0.002178, -0.004355, 0.000000, 0.197669, -0.000043
86, 0.000000, 0.183312, 0.035398, -0.026724, 0.000000, 0.017030, 0.001625, -0.003250, 0.000026, 0.000007, 0.002294, -0.004588, 0.000000, 0.205129, -0.000035
87, 0.000000, 0.186095, 0.035527, -0.023930, 0.000000, 0.017866, 0.001675, -0.003351, 0.000026, 0.000007, 0.002419, -0.004839, 0.000000, 0.211497, -0.000028
88, 0.000000, 0.187334, 0.035712, -0.020877, 0.000000, 0.018726, 0.001736, -0.003472, 0.000026, 0.000007, 0.002553, -0.005106, 0.000000, 0.216639, -0.000021
89, 0.000000, 0.186991, 0.035950, -0.017597, 0.000000, 0.019600, 0.001807, -0.003615, 0.000027, 0.000007, 0.002695, -0.005389, 0.000000, 0.220476, -0.000015
90, 0.000000, 0.185092, 0.036237, -0.014125, 0.000000, 0.020481, 0.001889, -0.003779, 0.000027, 0.000007, 0.002843, -0.005685, 0.000000, 0.222987, -0.000009
91, 0.000000, 0.181720, 0.036570, -0.010505, 0.000000, 0.021365, 0.001982, -0.003964, 0.000027, 0.000007, 0.002997, -0.005993, 0.000000, 0.224204, -0.000005
92, 0.000000, 0.177014, 0.036944, -0.006785, 0.000000, 0.022249, 0.002085, -0.004170, 0.000027, 0.000007, 0.003156, -0.006312, 0.000000, 0.224215, -0.000003
93, 0.000000, 0.171156, 0.037354, -0.003015, 0.000000, 0.023139, 0.002198, -0.004396, 0.000027, 0.000007, 0.003320, -0.006640, 0.000000, 0.223150, -0.000003
94, 0.000000, 0.164361, 0.037794, 0.000752, 0.000000, 0.024036, 0.002320, -0.004640, 0.000027, 0.000007, 0.003489, -0.006977, 0.000000, 0.221169, -0.000003
95, 0.000000, 0.156862, 0.038259, 0.004465, 0.000000, 0.024942, 0.002451, -0.004902, 0.000027, 0.000007, 0.003661, -0.007322, 0.000000, 0.218450, -0.000004
96, 0.000000, 0.148895, 0.038743, 0.008071, 0.000000, 0.025859, 0.002590, -0.005179, 0.000027, 0.000007, 0.003837, -0.007673, 0.000000, 0.215176, -0.000006
97, 0.000000, 0.140675, 0.039242, 0.011524, 0.000000, 0.026798, 0.002735, -0.005470, 0.000028, 0.000007, 0.004015, -0.008031, 0.000000, 0.211524, -0.000006
98, 0.000000, 0.132406, 0.039749, 0.014778, 0.000000, 0.027767, 0.002886, -0.005772, 0.000028, 0.000007, 0.004197, -0.008393, 0.000000, 0.207653, -0.000005
99, 0.000000, 0.124274, 0.040262, 0.017792, 0.000000, 0.028759, 0.003041, -0.006083, 0.000028, 0.000007, 0.004379, -0.008758, 0.000000, 0.203703, -0.000003
100, 0.000000, 0.116439, 0.040776, 0.020531, 0.000000, 0.029768, 0.003200, -0.006400, 0.000028, 0.000007, 0.004562, -0.009124, 0.000000, 0.199787, -0.000000
101, 0.000000, 0.109028, 0.041289, 0.022963, 0.000000, 0.030785, 0.003361, -0.006721, 0.000028, 0.000007, 0.004744, -0.009487, 0.000000, 0.195996, 0.000003
102, 0.000000, 0.102139, 0.041797, 0.025063, 0.000000, 0.031806, 0.003522, -0.007045, 0.000029, 0.000007, 0.004923, -0.009846, 0.000000, 0.192395, 0.000005
103, 0.000000, 0.095838, 0.042299, 0.026810, 0.000000, 0.032828, 0.003684, -0.007368, 0.000029, 0.000007, 0.005099, -0.010199, 0.000000, 0.189028, 0.000008
104, 0.000000, 0.090174, 0.042793, 0.028188, 0.000000, 0.033848, 0.003844, -0.007688, 0.000029, 0.000007, 0.005271, -0.010542, 0.000000, 0.185924, 0.000012
105, 0.000000, 0.085174, 0.043281, 0.029183, 0.000000, 0.034861, 0.004002, -0.008004, 0.000029, 0.000007, 0.005437, -0.010874, 0.000000, 0.183095, 0.000016
106, 0.000000, 0.080855, 0.043760, 0.029788, 0.000000, 0.035858, 0.004157, -0.008314, 0.000029, 0.000007, 0.005597, -0.011194, 0.000000, 0.180543, 0.000019
107, 0.000000, 0.077222, 0.044233, 0.029999, 0.000000, 0.036830, 0.004308, -0.008617, 0.000030, 0.000007, 0.005750, -0.011499, 0.000000, 0.178262, 0.000023
108, 0.000000, 0.074272, 0.044700, 0.029813, 0.000000, 0.037770, 0.004455, -0.008910, 0.000030, 0.000007, 0.005895, -0.011789, 0.000000, 0.176241, 0.000026
109, 0.000000, 0.071987, 0.045164, 0.029232, 0.000000, 0.038677, 0.004597, -0.009194, 0.000030, 0.000007, 0.006032, -0.012063, 0.000000, 0.174468, 0.000027
110, 0.000000, 0.070344, 0.045626, 0.028261, 0.000000, 0.039555, 0.004733, -0.009466, 0.000030, 0.000007, 0.006160, -0.012321, 0.000000, 0.172929, 0.000028
111, 0.000000, 0.069314, 0.046090, 0.026906, 0.000000, 0.040410, 0.004864, -0.009728, 0.000030, 0.000006, 0.006281, -0.012563, 0.000000, 0.171612, 0.000027
112, 0.000000, 0.068869, 0.046559, 0.025176, 0.000000, 0.041249, 0.004989, -0.009977, 0.000030, 0.000006, 0.006395, -0.012789, 0.000000, 0.170506, 0.000027
113, 0.000000, 0.068987, 0.047035, 0.023082, 0.000000, 0.042069, 0.005107, -0.010215, 0.000031, 0.000006, 0.006500, -0.013000, 0.000000, 0.169602, 0.000025
114, 0.000000, 0.069646, 0.047524, 0.020637, 0.000000, 0.042866, 0.005220, -0.010441, 0.000031, 0.000006, 0.006598, -0.013196, 0.000000, 0.168893, 0.000024
115, 0.000000, 0.070827, 0.048029, 0.017857, 0.000000, 0.043637, 0.005327, -0.010655, 0.000031, 0.000006, 0.006688, -0.013375, 0.000000, 0.168373, 0.000021
116, 0.000000, 0.072506, 0.048555, 0.014760, 0.000000, 0.044379, 0.005429, -0.010858, 0.000031, 0.000006, 0.006770, -0.013539, 0.000000, 0.168038, 0.000018
117, 0.000000, 0.074659, 0.049106, 0.011363, 0.000000, 0.045088, 0.005525, -0.011050, 0.000031, 0.000006, 0.006844, -0.013687, 0.000000, 0.167884, 0.000015
118, 0.000000, 0.077261, 0.049687, 0.007689, 0.000000, 0.045761, 0.005616, -0.011232, 0.000031, 0.000006, 0.006910, -0.013819, 0.000000, 0.167909, 0.000011
119, 0.000000, 0.080285, 0.050302, 0.003761, 0.000000, 0.046393, 0.005703, -0.011406, 0.000031, 0.000006, 0.006968, -0.013936, 0.000000, 0.168107, 0.000007
120, 0.000000, 0.083694, 0.050957, -0.000395, 0.000000, 0.046983, 0.005786, -0.011571, 0.000031, 0.000006, 0.007019, -0.014038, 0.000000, 0.168472, 0.000003
121, 0.000000, 0.087443, 0.051657, -0.004752, 0.000000, 0.047537, 0.005865, -0.011730, 0.000032, 0.000006, 0.007063, -0.014127, 0.000000, 0.168994, -0.000001
122, 0.000000, 0.091479, 0.052407, -0.009280, 0.000000, 0.048062, 0.005942, -0.011884, 0.000032, 0.000006, 0.007103, -0.014205, 0.000000, 0.169661, -0.000004
123, 0.000000, 0.095744, 0.053211, -0.013949, 0.000000, 0.048563, 0.006017, -0.012034, 0.000032, 0.000006, 0.007137, -0.014275, 0.000000, 0.170453, -0.000007
124, 0.000000, 0.100169, 0.054075, -0.018725, 0.000000, 0.049049, 0.006091, -0.012183, 0.000032, 0.000006, 0.007169, -0.014339, 0.000000, 0.171345, -0.000008
125, 0.000000, 0.104677, 0.055002, -0.023574, 0.000000, 0.049529, 0.006165, -0.012330, 0.000032, 0.000006, 0.007200, -0.014400, 0.000000, 0.172306, -0.000008
126, 0.000000, 0.109184, 0.055996, -0.028461, 0.000000, 0.050013, 0.006240, -0.012480, 0.000032, 0.000006, 0.007231, -0.014462, 0.000000, 0.173298, -0.000007
127, 0.000000, 0.113602, 0.057061, -0.033349, 0.000000, 0.050506, 0.006316, -0.012632, 0.000032, 0.000006, 0.007263, -0.014526, 0.000000, 0.174278, -0.000005
128, 0.000000, 0.117841, 0.058199, -0.038204, 0.000000, 0.051015, 0.006395, -0.012790, 0.000032, 0.000005, 0.007298, -0.014596, 0.000000, 0.175196, -0.000004
129, 0.000000, 0.121812, 0.059412, -0.042987, 0.000000, 0.051542, 0.006477, -0.012955, 0.000032, 0.000005, 0.007336, -0.014672, 0.000000, 0.176002, -0.000002
130, 0.000000, 0.125424, 0.060701, -0.047666, 0.000000, 0.052087, 0.006564, -0.013127, 0.000032, 0.000005, 0.007379, -0.014757, 0.000000, 0.176642, -0.000000
131, 0.000000, 0.128594, 0.062066, -0.052207, 0.000000, 0.052654, 0.006655, -0.013310, 0.000032, 0.000005, 0.007426, -0.014852, 0.000000, 0.177064, 0.000001
132, 0.000000, 0.131242, 0.063505, -0.056579, 0.000000, 0.053246, 0.006752, -0.013504, 0.000033, 0.000005, 0.007479, -0.014959, 0.000000, 0.177221, 0.000003
133, 0.000000, 0.133295, 0.065018, -0.060754, 0.000000, 0.053870, 0.006855, -0.013711, 0.000033, 0.000005, 0.007539, -0.015078, 0.000000, 0.177072, 0.000004
134, 0.000000, 0.134692, 0.066599, -0.064708, 0.000000, 0.054535, 0.006965, -0.013931, 0.000033, 0.000005, 0.007606, -0.015213, 0.000000, 0.176585, 0.000006
135, 0.000000, 0.135392, 0.068246, -0.068420, 0.000000, 0.055248, 0.007082, -0.014165, 0.000033, 0.000005, 0.007682, -0.015363, 0.000000, 0.175739, 0.000007
136, 0.000000, 0.135374, 0.069953, -0.071876, 0.000000, 0.056012, 0.007207, -0.014413, 0.000033, 0.000005, 0.007765, -0.015531, 0.000000, 0.174529, 0.000009
137, 0.000000, 0.134639, 0.071713, -0.075063, 0.000000, 0.056829, 0.007338, -0.014676, 0.000033, 0.000005, 0.007858, -0.015716, 0.000000, 0.172960, 0.000011
138, 0.000000, 0.133211, 0.073519, -0.077976, 0.000000, 0.057697, 0.007477, -0.014954, 0.000033, 0.000005, 0.007959, -0.015917, 0.000000, 0.171053, 0.000013
139, 0.000000, 0.131129, 0.075363, -0.080614, 0.000000, 0.058615, 0.007623, -0.015246, 0.000034, 0.000004, 0.008067, -0.016135, 0.000000, 0.168842, 0.000016
140, 0.000000, 0.128447, 0.077238, -0.082979, 0.000000, 0.059583, 0.007775, -0.015551, 0.000034, 0.000004, 0.008183, -0.016367, 0.000000, 0.166368, 0.000019
141, 0.000000, 0.125236, 0.079134, -0.085079, 0.000000, 0.060596, 0.007934, -0.015868, 0.000034, 0.000004, 0.008306, -0.016611, 0.000000, 0.163685, 0.000023
142, 0.000000, 0.121581, 0.081042, -0.086927, 0.000000, 0.061645, 0.008098, -0.016196, 0.000034, 0.000004, 0.008433, -0.016866, 0.000000, 0.160850, 0.000028
143, 0.000000, 0.117577, 0.082954, -0.088536, 0.000000, 0.062716, 0.008267, -0.016533, 0.000034, 0.000004, 0.008564, -0.017128, 0.000000, 0.157920, 0.000033
144, 0.000000, 0.113321, 0.084861, -0.089925, 0.000000, 0.063795, 0.008439, -0.016878, 0.000035, 0.000004, 0.008697, -0.017394, 0.000000, 0.154953, 0.000037
145, 0.000000, 0.108902, 0.086754, -0.091114, 0.000000, 0.064871, 0.008615, -0.017229, 0.000035, 0.000003, 0.008831, -0.017662, 0.000000, 0.152005, 0.000041
146, 0.000000, 0.104403, 0.088625, -0.092125, 0.000000, 0.065942, 0.008792, -0.017584, 0.000035, 0.000003, 0.008965, -0.017929, 0.000000, 0.149126, 0.000045
147, 0.000000, 0.099899, 0.090468, -0.092982, 0.000000, 0.067003, 0.008971, -0.017941, 0.000035, 0.000003, 0.009097, -0.018194, 0.000000, 0.146360, 0.000049
148, 0.000000, 0.095462, 0.092275, -0.093707, 0.000000, 0.068050, 0.009149, -0.018298, 0.000036, 0.000003, 0.009227, -0.018453, 0.000000, 0.143743, 0.000052
