TIME_STEP, acou_kinetic, dipo_kinetic, short_range, long_range, dipole_E_field, unharmonic, homo_strain, homo_coupling, homo_strain_int, homo_coupling_i, inho_strain, inho_coupling, inho_modulation, total_energy, H_Nose_Poincare
45, 0.000000, 0.014515, 0.130757, -0.178631, 0.000000, 0.072674, 0.012748, -0.025496, 0.000016, -0.000022, 0.008607, -0.017215, 0.000000, 0.017954, -0.003807
46, 0.000000, 0.014301, 0.130315, -0.178465, 0.000000, 0.071578, 0.012595, -0.025190, 0.000016, -0.000022, 0.008448, -0.016896, 0.000000, 0.016681, -0.003807
47, 0.000000, 0.014108, 0.129873, -0.178290, 0.000000, 0.070507, 0.012444, -0.024888, 0.000016, -0.000021, 0.008292, -0.016585, 0.000000, 0.015456, -0.003806
48, 0.000000, 0.013931, 0.129432, -0.178106, 0.000000, 0.069459, 0.012295, -0.024590, 0.000016, -0.000021, 0.008141, -0.016283, 0.000000, 0.014276, -0.003804
49, 0.000000, 0.013772, 0.128991, -0.177913, 0.000000, 0.068435, 0.012148, -0.024296, 0.000016, -0.000021, 0.007994, -0.015988, 0.000000, 0.013138, -0.003802
50, 0.000000, 0.013627, 0.128551, -0.177712, 0.000000, 0.067434, 0.012003, -0.024005, 0.000015, -0.000020, 0.007851, -0.015702, 0.000000, 0.012041, -0.003798
51, 0.000000, 0.013496, 0.128111, -0.177502, 0.000000, 0.066455, 0.011860, -0.023719, 0.000015, -0.000020, 0.007712, -0.015423, 0.000000, 0.010984, -0.003795
52, 0.000000, 0.013378, 0.127672, -0.177285, 0.000000, 0.065498, 0.011719, -0.023437, 0.000015, -0.000020, 0.007576, -0.015152, 0.000000, 0.009965, -0.003790
53, 0.000000, 0.013273, 0.127235, -0.177059, 0.000000, 0.064563, 0.011580, -0.023160, 0.000015, -0.000019, 0.007444, -0.014889, 0.000000, 0.008983, -0.003786
54, 0.000000, 0.013179, 0.126798, -0.176827, 0.000000, 0.063649, 0.011443, -0.022886, 0.000015, -0.000019, 0.007316, -0.014632, 0.000000, 0.008036, -0.003782
55, 0.000000, 0.013096, 0.126363, -0.176587, 0.000000, 0.062755, 0.011308, -0.022617, 0.000015, -0.000019, 0.007191, -0.014383, 0.000000, 0.007123, -0.003778
56, 0.000000, 0.013024, 0.125929, -0.176341, 0.000000, 0.061882, 0.011176, -0.022351, 0.000014, -0.000019, 0.007070, -0.014141, 0.000000, 0.006244, -0.003774
57, 0.000000, 0.012962, 0.125496, -0.176088, 0.000000, 0.061029, 0.011045, -0.022091, 0.000014, -0.000018, 0.006953, -0.013905, 0.000000, 0.005397, -0.003770
58, 0.000000, 0.012910, 0.125065, -0.175830, 0.000000, 0.060195, 0.010917, -0.021834, 0.000014, -0.000018, 0.006838, -0.013676, 0.000000, 0.004582, -0.003767
59, 0.000000, 0.012868, 0.124635, -0.175566, 0.000000, 0.059381, 0.010791, -0.021581, 0.000014, -0.000018, 0.006727, -0.013454, 0.000000, 0.003797, -0.003764
60, 0.000000, 0.012836, 0.124207, -0.175296, 0.000000, 0.058585, 0.010666, -0.021333, 0.000014, -0.000017, 0.006619, -0.013238, 0.000000, 0.003043, -0.003762
61, 0.000000, 0.012814, 0.123781, -0.175022, 0.000000, 0.057807, 0.010544, -0.021089, 0.000014, -0.000017, 0.006514, -0.013028, 0.000000, 0.002318, -0.003761
62, 0.000000, 0.012801, 0.123357, -0.174744, 0.000000, 0.057048, 0.010424, -0.020849, 0.000014, -0.000017, 0.006412, -0.012824, 0.000000, 0.001621, -0.003760
63, 0.000000, 0.012797, 0.122935, -0.174462, 0.000000, 0.056305, 0.010306, -0.020613, 0.000013, -0.000017, 0.006313, -0.012626, 0.000000, 0.000953, -0.003760
64, 0.000000, 0.012804, 0.122515, -0.174176, 0.000000, 0.055581, 0.010190, -0.020381, 0.000013, -0.000016, 0.006217, -0.012434, 0.000000, 0.000313, -0.003761
65, 0.000000, 0.012820, 0.122097, -0.173887, 0.000000, 0.054873, 0.010076, -0.020153, 0.000013, -0.000016, 0.006124, -0.012247, 0.000000, -0.000300, -0.003763
66, 0.000000, 0.012847, 0.121681, -0.173596, 0.000000, 0.054182, 0.009965, -0.019929, 0.000013, -0.000016, 0.006033, -0.012066, 0.000000, -0.000887, -0.003765
67, 0.000000, 0.012883, 0.121268, -0.173302, 0.000000, 0.053507, 0.009855, -0.019709, 0.000013, -0.000016, 0.005945, -0.011891, 0.000000, -0.001447, -0.003769
68, 0.000000, 0.012931, 0.120857, -0.173007, 0.000000, 0.052848, 0.009747, -0.019493, 0.000013, -0.000016, 0.005860, -0.011720, 0.000000, -0.001981, -0.003773
69, 0.000000, 0.012989, 0.120450, -0.172711, 0.000000, 0.052205, 0.009641, -0.019281, 0.000013, -0.000015, 0.005778, -0.011555, 0.000000, -0.002489, -0.003779
70, 0.000000, 0.013058, 0.120044, -0.172414, 0.000000, 0.051577, 0.009537, -0.019073, 0.000013, -0.000015, 0.005698, -0.011395, 0.000000, -0.002972, -0.003785
71, 0.000000, 0.013138, 0.119642, -0.172118, 0.000000, 0.050965, 0.009435, -0.018869, 0.000012, -0.000015, 0.005620, -0.011240, 0.000000, -0.003429, -0.003792
72, 0.000000, 0.013231, 0.119243, -0.171821, 0.000000, 0.050368, 0.009335, -0.018669, 0.000012, -0.000015, 0.005545, -0.011090, 0.000000, -0.003861, -0.003800
73, 0.000000, 0.013336, 0.118848, -0.171526, 0.000000, 0.049786, 0.009236, -0.018473, 0.000012, -0.000015, 0.005472, -0.010945, 0.000000, -0.004268, -0.003809
74, 0.000000, 0.013453, 0.118456, -0.171232, 0.000000, 0.049218, 0.009140, -0.018280, 0.000012, -0.000014, 0.005402, -0.010804, 0.000000, -0.004649, -0.003818
75, 0.000000, 0.013583, 0.118067, -0.170940, 0.000000, 0.048666, 0.009046, -0.018092, 0.000012, -0.000014, 0.005334, -0.010668, 0.000000, -0.005006, -0.003829
76, 0.000000, 0.013728, 0.117682, -0.170651, 0.000000, 0.048127, 0.008953, -0.017907, 0.000012, -0.000014, 0.005268, -0.010536, 0.000000, -0.005337, -0.003839
77, 0.000000, 0.013886, 0.117302, -0.170365, 0.000000, 0.047603, 0.008863, -0.017726, 0.000012, -0.000014, 0.005205, -0.010410, 0.000000, -0.005644, -0.003851
78, 0.000000, 0.014060, 0.116926, -0.170084, 0.000000, 0.047093, 0.008774, -0.017548, 0.000012, -0.000014, 0.005144, -0.010287, 0.000000, -0.005924, -0.003862
79, 0.000000, 0.014249, 0.116555, -0.169806, 0.000000, 0.046598, 0.008688, -0.017375, 0.000011, -0.000013, 0.005085, -0.010169, 0.000000, -0.006180, -0.003874
80, 0.000000, 0.014454, 0.116188, -0.169535, 0.000000, 0.046116, 0.008603, -0.017206, 0.000011, -0.000013, 0.005028, -0.010056, 0.000000, -0.006409, -0.003887
81, 0.000000, 0.014676, 0.115827, -0.169269, 0.000000, 0.045649, 0.008520, -0.017040, 0.000011, -0.000013, 0.004973, -0.009947, 0.000000, -0.006612, -0.003899
82, 0.000000, 0.014916, 0.115471, -0.169009, 0.000000, 0.045196, 0.008439, -0.016878, 0.000011, -0.000013, 0.004921, -0.009842, 0.000000, -0.006788, -0.003911
83, 0.000000, 0.015174, 0.115122, -0.168757, 0.000000, 0.044757, 0.008360, -0.016721, 0.000011, -0.000013, 0.004871, -0.009742, 0.000000, -0.006937, -0.003923
84, 0.000000, 0.015452, 0.114778, -0.168513, 0.000000, 0.044333, 0.008283, -0.016567, 0.000011, -0.000013, 0.004823, -0.009645, 0.000000, -0.007059, -0.003935
85, 0.000000, 0.015750, 0.114442, -0.168279, 0.000000, 0.043922, 0.008209, -0.016417, 0.000011, -0.000012, 0.004777, -0.009554, 0.000000, -0.007152, -0.003947
86, 0.000000, 0.016069, 0.114112, -0.168054, 0.000000, 0.043527, 0.008136, -0.016271, 0.000011, -0.000012, 0.004733, -0.009466, 0.000000, -0.007217, -0.003958
87, 0.000000, 0.016410, 0.113790, -0.167839, 0.000000, 0.043146, 0.008065, -0.016130, 0.000011, -0.000012, 0.004692, -0.009384, 0.000000, -0.007252, -0.003968
88, 0.000000, 0.016774, 0.113476, -0.167637, 0.000000, 0.042779, 0.007996, -0.015993, 0.000011, -0.000012, 0.004653, -0.009305, 0.000000, -0.007256, -0.003978
89, 0.000000, 0.017163, 0.113171, -0.167446, 0.000000, 0.042428, 0.007930, -0.015860, 0.000011, -0.000012, 0.004616, -0.009231, 0.000000, -0.007230, -0.003987
90, 0.000000, 0.017577, 0.112876, -0.167269, 0.000000, 0.042093, 0.007865, -0.015731, 0.000010, -0.000012, 0.004581, -0.009162, 0.000000, -0.007171, -0.003994
91, 0.000000, 0.018018, 0.112590, -0.167107, 0.000000, 0.041772, 0.007803, -0.015607, 0.000010, -0.000012, 0.004548, -0.009097, 0.000000, -0.007080, -0.004000
92, 0.000000, 0.018487, 0.112314, -0.166960, 0.000000, 0.041468, 0.007744, -0.015487, 0.000010, -0.000011, 0.004518, -0.009036, 0.000000, -0.006954, -0.004005
93, 0.000000, 0.018985, 0.112050, -0.166831, 0.000000, 0.041181, 0.007686, -0.015373, 0.000010, -0.000011, 0.004490, -0.008981, 0.000000, -0.006793, -0.004008
94, 0.000000, 0.019512, 0.111798, -0.166718, 0.000000, 0.040910, 0.007631, -0.015263, 0.000010, -0.000011, 0.004465, -0.008930, 0.000000, -0.006596, -0.004009
95, 0.000000, 0.020072, 0.111558, -0.166626, 0.000000, 0.040656, 0.007579, -0.015158, 0.000010, -0.000011, 0.004442, -0.008884, 0.000000, -0.006361, -0.004008
96, 0.000000, 0.020664, 0.111333, -0.166553, 0.000000, 0.040420, 0.007529, -0.015058, 0.000010, -0.000011, 0.004422, -0.008843, 0.000000, -0.006088, -0.004005
97, 0.000000, 0.021291, 0.111122, -0.166502, 0.000000, 0.040202, 0.007482, -0.014964, 0.000010, -0.000011, 0.004404, -0.008808, 0.000000, -0.005774, -0.004000
98, 0.000000, 0.021953, 0.110926, -0.166475, 0.000000, 0.040004, 0.007438, -0.014875, 0.000010, -0.000011, 0.004389, -0.008778, 0.000000, -0.005419, -0.003992
99, 0.000000, 0.022652, 0.110747, -0.166472, 0.000000, 0.039825, 0.007396, -0.014793, 0.000010, -0.000011, 0.004376, -0.008753, 0.000000, -0.005022, -0.003982
100, 0.000000, 0.023389, 0.110585, -0.166496, 0.000000, 0.039666, 0.007358, -0.014716, 0.000010, -0.000011, 0.004367, -0.008734, 0.000000, -0.004581, -0.003969
101, 0.000000, 0.024165, 0.110443, -0.166547, 0.000000, 0.039529, 0.007323, -0.014645, 0.000010, -0.000010, 0.004360, -0.008720, 0.000000, -0.004095, -0.003953
102, 0.000000, 0.024982, 0.110320, -0.166629, 0.000000, 0.039413, 0.007291, -0.014581, 0.000010, -0.000010, 0.004357, -0.008713, 0.000000, -0.003562, -0.003934
103, 0.000000, 0.025839, 0.110219, -0.166741, 0.000000, 0.039321, 0.007262, -0.014524, 0.000010, -0.000010, 0.004356, -0.008712, 0.000000, -0.002982, -0.003912
104, 0.000000, 0.026739, 0.110140, -0.166887, 0.000000, 0.039252, 0.007237, -0.014474, 0.000010, -0.000010, 0.004359, -0.008718, 0.000000, -0.002353, -0.003886
105, 0.000000, 0.027682, 0.110085, -0.167069, 0.000000, 0.039208, 0.007216, -0.014432, 0.000010, -0.000010, 0.004365, -0.008730, 0.000000, -0.001675, -0.003857
106, 0.000000, 0.028668, 0.110056, -0.167288, 0.000000, 0.039190, 0.007199, -0.014397, 0.000010, -0.000010, 0.004375, -0.008749, 0.000000, -0.000947, -0.003824
107, 0.000000, 0.029698, 0.110054, -0.167546, 0.000000, 0.039200, 0.007185, -0.014371, 0.000010, -0.000010, 0.004388, -0.008776, 0.000000, -0.000168, -0.003787
108, 0.000000, 0.030772, 0.110081, -0.167846, 0.000000, 0.039237, 0.007177, -0.014353, 0.000010, -0.000010, 0.004405, -0.008810, 0.000000, 0.000662, -0.003747
109, 0.000000, 0.031888, 0.110139, -0.168190, 0.000000, 0.039305, 0.007172, -0.014344, 0.000010, -0.000010, 0.004426, -0.008852, 0.000000, 0.001543, -0.003702
110, 0.000000, 0.033048, 0.110229, -0.168581, 0.000000, 0.039403, 0.007173, -0.014345, 0.000010, -0.000010, 0.004451, -0.008902, 0.000000, 0.002474, -0.003653
111, 0.000000, 0.034248, 0.110353, -0.169021, 0.000000, 0.039535, 0.007178, -0.014356, 0.000010, -0.000010, 0.004481, -0.008961, 0.000000, 0.003456, -0.003600
112, 0.000000, 0.035488, 0.110513, -0.169511, 0.000000, 0.039700, 0.007189, -0.014377, 0.000010, -0.000010, 0.004515, -0.009029, 0.000000, 0.004486, -0.003543
113, 0.000000, 0.036765, 0.110711, -0.170056, 0.000000, 0.039901, 0.007205, -0.014409, 0.000010, -0.000010, 0.004553, -0.009106, 0.000000, 0.005563, -0.003481
114, 0.000000, 0.038077, 0.110949, -0.170658, 0.000000, 0.040140, 0.007227, -0.014453, 0.000010, -0.000010, 0.004596, -0.009193, 0.000000, 0.006685, -0.003415
115, 0.000000, 0.039420, 0.111229, -0.171319, 0.000000, 0.040417, 0.007255, -0.014509, 0.000010, -0.000010, 0.004645, -0.009290, 0.000000, 0.007849, -0.003344
116, 0.000000, 0.040790, 0.111554, -0.172042, 0.000000, 0.040736, 0.007289, -0.014578, 0.000010, -0.000010, 0.004699, -0.009398, 0.000000, 0.009051, -0.003269
117, 0.000000, 0.042183, 0.111925, -0.172829, 0.000000, 0.041098, 0.007330, -0.014660, 0.000010, -0.000010, 0.004758, -0.009516, 0.000000, 0.010287, -0.003189
118, 0.000000, 0.043591, 0.112344, -0.173684, 0.000000, 0.041504, 0.007378, -0.014755, 0.000010, -0.000010, 0.004823, -0.009646, 0.000000, 0.011553, -0.003104
119, 0.000000, 0.045009, 0.112813, -0.174609, 0.000000, 0.041957, 0.007433, -0.014866, 0.000010, -0.000010, 0.004894, -0.009788, 0.000000, 0.012842, -0.003014
120, 0.000000, 0.046430, 0.113335, -0.175607, 0.000000, 0.042458, 0.007496, -0.014992, 0.000010, -0.000010, 0.004971, -0.009942, 0.000000, 0.014149, -0.002920
121, 0.000000, 0.047846, 0.113911, -0.176681, 0.000000, 0.043011, 0.007567, -0.015134, 0.000010, -0.000011, 0.005054, -0.010109, 0.000000, 0.015466, -0.002821
122, 0.000000, 0.049248, 0.114544, -0.177832, 0.000000, 0.043615, 0.007646, -0.015292, 0.000010, -0.000011, 0.005144, -0.010289, 0.000000, 0.016785, -0.002718
123, 0.000000, 0.050626, 0.115235, -0.179063, 0.000000, 0.044274, 0.007734, -0.015468, 0.000010, -0.000011, 0.005241, -0.010482, 0.000000, 0.018097, -0.002610
124, 0.000000, 0.051971, 0.115986, -0.180377, 0.000000, 0.044990, 0.007831, -0.015662, 0.000010, -0.000011, 0.005345, -0.010690, 0.000000, 0.019394, -0.002498
125, 0.000000, 0.053273, 0.116799, -0.181775, 0.000000, 0.045763, 0.007937, -0.015874, 0.000010, -0.000011, 0.005456, -0.010912, 0.000000, 0.020667, -0.002382
126, 0.000000, 0.054519, 0.117674, -0.183259, 0.000000, 0.046597, 0.008053, -0.016106, 0.000010, -0.000011, 0.005574, -0.011148, 0.000000, 0.021904, -0.002262
127, 0.000000, 0.055700, 0.118614, -0.184830, 0.000000, 0.047492, 0.008179, -0.016358, 0.000011, -0.000012, 0.005700, -0.011400, 0.000000, 0.023096, -0.002138
128, 0.000000, 0.056805, 0.119619, -0.186491, 0.000000, 0.048450, 0.008315, -0.016631, 0.000011, -0.000012, 0.005833, -0.011667, 0.000000, 0.024233, -0.002011
129, 0.000000, 0.057822, 0.120690, -0.188242, 0.000000, 0.049473, 0.008462, -0.016924, 0.000011, -0.000012, 0.005974, -0.011949, 0.000000, 0.025305, -0.001881
130, 0.000000, 0.058741, 0.121827, -0.190083, 0.000000, 0.050561, 0.008620, -0.017240, 0.000011, -0.000012, 0.006123, -0.012247, 0.000000, 0.026301, -0.001749
131, 0.000000, 0.059552, 0.123031, -0.192014, 0.000000, 0.051715, 0.008789, -0.017577, 0.000011, -0.000013, 0.006280, -0.012560, 0.000000, 0.027213, -0.001614
132, 0.000000, 0.060247, 0.124301, -0.194036, 0.000000, 0.052935, 0.008969, -0.017937, 0.000011, -0.000013, 0.006445, -0.012890, 0.000000, 0.028032, -0.001478
133, 0.000000, 0.060817, 0.125637, -0.196148, 0.000000, 0.054223, 0.009160, -0.018320, 0.000012, -0.000013, 0.006617, -0.013234, 0.000000, 0.028751, -0.001342
134, 0.000000, 0.061256, 0.127039, -0.198349, 0.000000, 0.055578, 0.009363, -0.018726, 0.000012, -0.000014, 0.006797, -0.013594, 0.000000, 0.029362, -0.001206
135, 0.000000, 0.061558, 0.128506, -0.200637, 0.000000, 0.056998, 0.009577, -0.019155, 0.000012, -0.000014, 0.006985, -0.013970, 0.000000, 0.029861, -0.001072
136, 0.000000, 0.061720, 0.130035, -0.203011, 0.000000, 0.058485, 0.009804, -0.019607, 0.000012, -0.000014, 0.007180, -0.014359, 0.000000, 0.030243, -0.000941
137, 0.000000, 0.061740, 0.131626, -0.205468, 0.000000, 0.060035, 0.010041, -0.020083, 0.000013, -0.000015, 0.007382, -0.014763, 0.000000, 0.030507, -0.000815
138, 0.000000, 0.061617, 0.133275, -0.208006, 0.000000, 0.061649, 0.010291, -0.020581, 0.000013, -0.000015, 0.007590, -0.015181, 0.000000, 0.030651, -0.000696
139, 0.000000, 0.061353, 0.134982, -0.210620, 0.000000, 0.063322, 0.010551, -0.021103, 0.000013, -0.000016, 0.007806, -0.015611, 0.000000, 0.030677, -0.000584
140, 0.000000, 0.060951, 0.136742, -0.213309, 0.000000, 0.065053, 0.010823, -0.021646, 0.000013, -0.000016, 0.008027, -0.016053, 0.000000, 0.030585, -0.000483
141, 0.000000, 0.060416, 0.138554, -0.216067, 0.000000, 0.066839, 0.011106, -0.022212, 0.000014, -0.000017, 0.008253, -0.016506, 0.000000, 0.030381, -0.000392
142, 0.000000, 0.059755, 0.140414, -0.218890, 0.000000, 0.068677, 0.011399, -0.022798, 0.000014, -0.000017, 0.008485, -0.016970, 0.000000, 0.030069, -0.000313
143, 0.000000, 0.058976, 0.142318, -0.221774, 0.000000, 0.070562, 0.011702, -0.023405, 0.000014, -0.000018, 0.008721, -0.017442, 0.000000, 0.029656, -0.000247
144, 0.000000, 0.058087, 0.144264, -0.224714, 0.000000, 0.072491, 0.012015, -0.024031, 0.000015, -0.000019, 0.008961, -0.017922, 0.000000, 0.029148, -0.000192
145, 0.000000, 0.057100, 0.146246, -0.227705, 0.000000, 0.074459, 0.012338, -0.024675, 0.000015, -0.000019, 0.009204, -0.018408, 0.000000, 0.028554, -0.000150
146, 0.000000, 0.056024, 0.148262, -0.230741, 0.000000, 0.076461, 0.012668, -0.025337, 0.000015, -0.000020, 0.009450, -0.018899, 0.000000, 0.027883, -0.000119
147, 0.000000, 0.054871, 0.150307, -0.233817, 0.000000, 0.078493, 0.013007, -0.026015, 0.000016, -0.000020, 0.009697, -0.019394, 0.000000, 0.027144, -0.000100
148, 0.000000, 0.053653, 0.152377, -0.236928, 0.000000, 0.080550, 0.013354, -0.026708, 0.000016, -0.000021, 0.009946, -0.019892, 0.000000, 0.026348, -0.000092
