TIME_STEP, acou_kinetic, dipo_kinetic, short_range, long_range, dipole_E_field, unharmonic, homo_strain, homo_coupling, homo_strain_int, homo_coupling_i, inho_strain, inho_coupling, inho_modulation, total_energy, H_Nose_Poincare
37, 0.000000, 0.017539, 0.134232, -0.179151, 0.000000, 0.082366, 0.014014, -0.028027, 0.000114, 0.000033, 0.010045, -0.020090, 0.000000, 0.031073, -0.002598
38, 0.000000, 0.017063, 0.133793, -0.179061, 0.000000, 0.081056, 0.013848, -0.027695, 0.000113, 0.000033, 0.009850, -0.019699, 0.000000, 0.029300, -0.002572
39, 0.000000, 0.016635, 0.133352, -0.178960, 0.000000, 0.079772, 0.013683, -0.027365, 0.000113, 0.000033, 0.009658, -0.019317, 0.000000, 0.027604, -0.002545
40, 0.000000, 0.016250, 0.132909, -0.178848, 0.000000, 0.078514, 0.013519, -0.027037, 0.000113, 0.000033, 0.009471, -0.018943, 0.000000, 0.025980, -0.002518
41, 0.000000, 0.015901, 0.132464, -0.178726, 0.000000, 0.077282, 0.013356, -0.026712, 0.000113, 0.000033, 0.009289, -0.018577, 0.000000, 0.024421, -0.002490
42, 0.000000, 0.015586, 0.132017, -0.178594, 0.000000, 0.076076, 0.013195, -0.026390, 0.000113, 0.000033, 0.009110, -0.018221, 0.000000, 0.022925, -0.002463
43, 0.000000, 0.015300, 0.131569, -0.178452, 0.000000, 0.074896, 0.013035, -0.026071, 0.000112, 0.000033, 0.008936, -0.017873, 0.000000, 0.021486, -0.002437
44, 0.000000, 0.015040, 0.131121, -0.178299, 0.000000, 0.073741, 0.012877, -0.025755, 0.000112, 0.000033, 0.008767, -0.017533, 0.000000, 0.020103, -0.002410
45, 0.000000, 0.014803, 0.130672, -0.178137, 0.000000, 0.072611, 0.012721, -0.025442, 0.000112, 0.000033, 0.008601, -0.017202, 0.000000, 0.018772, -0.002385
46, 0.000000, 0.014588, 0.130223, -0.177964, 0.000000, 0.071505, 0.012567, -0.025134, 0.000112, 0.000033, 0.008440, -0.016880, 0.000000, 0.017490, -0.002359
47, 0.000000, 0.014393, 0.129773, -0.177782, 0.000000, 0.070424, 0.012414, -0.024829, 0.000112, 0.000033, 0.008283, -0.016566, 0.000000, 0.016255, -0.002334
48, 0.000000, 0.014214, 0.129324, -0.177590, 0.000000, 0.069367, 0.012264, -0.024528, 0.000111, 0.000033, 0.008130, -0.016260, 0.000000, 0.015065, -0.002308
49, 0.000000, 0.014052, 0.128874, -0.177390, 0.000000, 0.068334, 0.012115, -0.024231, 0.000111, 0.000033, 0.007981, -0.015963, 0.000000, 0.013918, -0.002282
50, 0.000000, 0.013905, 0.128426, -0.177180, 0.000000, 0.067324, 0.011969, -0.023938, 0.000111, 0.000033, 0.007837, -0.015673, 0.000000, 0.012813, -0.002256
51, 0.000000, 0.013772, 0.127977, -0.176962, 0.000000, 0.066336, 0.011824, -0.023649, 0.000111, 0.000033, 0.007696, -0.015392, 0.000000, 0.011747, -0.002229
52, 0.000000, 0.013652, 0.127530, -0.176735, 0.000000, 0.065371, 0.011682, -0.023364, 0.000111, 0.000033, 0.007559, -0.015118, 0.000000, 0.010720, -0.002202
53, 0.000000, 0.013544, 0.127083, -0.176501, 0.000000, 0.064427, 0.011542, -0.023084, 0.000111, 0.000033, 0.007426, -0.014851, 0.000000, 0.009730, -0.002174
54, 0.000000, 0.013448, 0.126637, -0.176258, 0.000000, 0.063505, 0.011404, -0.022807, 0.000110, 0.000033, 0.007296, -0.014592, 0.000000, 0.008775, -0.002145
55, 0.000000, 0.013363, 0.126192, -0.176009, 0.000000, 0.062604, 0.011268, -0.022535, 0.000110, 0.000033, 0.007170, -0.014341, 0.000000, 0.007856, -0.002116
56, 0.000000, 0.013289, 0.125749, -0.175752, 0.000000, 0.061723, 0.011134, -0.022268, 0.000110, 0.000033, 0.007048, -0.014096, 0.000000, 0.006970, -0.002087
57, 0.000000, 0.013225, 0.125307, -0.175489, 0.000000, 0.060862, 0.011002, -0.022004, 0.000110, 0.000033, 0.006929, -0.013858, 0.000000, 0.006117, -0.002057
58, 0.000000, 0.013172, 0.124866, -0.175220, 0.000000, 0.060021, 0.010872, -0.021745, 0.000110, 0.000033, 0.006813, -0.013627, 0.000000, 0.005296, -0.002028
59, 0.000000, 0.013128, 0.124427, -0.174944, 0.000000, 0.059199, 0.010745, -0.021490, 0.000110, 0.000033, 0.006701, -0.013402, 0.000000, 0.004506, -0.001999
60, 0.000000, 0.013094, 0.123989, -0.174664, 0.000000, 0.058397, 0.010619, -0.021239, 0.000109, 0.000033, 0.006592, -0.013184, 0.000000, 0.003746, -0.001970
61, 0.000000, 0.013070, 0.123553, -0.174378, 0.000000, 0.057612, 0.010496, -0.020992, 0.000109, 0.000033, 0.006486, -0.012973, 0.000000, 0.003017, -0.001941
62, 0.000000, 0.013056, 0.123119, -0.174088, 0.000000, 0.056846, 0.010375, -0.020750, 0.000109, 0.000032, 0.006383, -0.012767, 0.000000, 0.002316, -0.001913
63, 0.000000, 0.013051, 0.122686, -0.173793, 0.000000, 0.056097, 0.010256, -0.020511, 0.000109, 0.000032, 0.006284, -0.012567, 0.000000, 0.001644, -0.001886
64, 0.000000, 0.013056, 0.122256, -0.173495, 0.000000, 0.055366, 0.010139, -0.020277, 0.000109, 0.000032, 0.006187, -0.012373, 0.000000, 0.001000, -0.001860
65, 0.000000, 0.013072, 0.121828, -0.173194, 0.000000, 0.054652, 0.010024, -0.020047, 0.000109, 0.000032, 0.006093, -0.012185, 0.000000, 0.000383, -0.001835
66, 0.000000, 0.013097, 0.121402, -0.172890, 0.000000, 0.053955, 0.009911, -0.019821, 0.000109, 0.000032, 0.006001, -0.012003, 0.000000, -0.000206, -0.001811
67, 0.000000, 0.013133, 0.120979, -0.172583, 0.000000, 0.053274, 0.009800, -0.019599, 0.000109, 0.000032, 0.005913, -0.011826, 0.000000, -0.000769, -0.001789
68, 0.000000, 0.013179, 0.120558, -0.172275, 0.000000, 0.052610, 0.009691, -0.019381, 0.000108, 0.000032, 0.005827, -0.011654, 0.000000, -0.001305, -0.001768
69, 0.000000, 0.013236, 0.120140, -0.171966, 0.000000, 0.051961, 0.009584, -0.019167, 0.000108, 0.000032, 0.005744, -0.011487, 0.000000, -0.001815, -0.001748
70, 0.000000, 0.013305, 0.119724, -0.171656, 0.000000, 0.051328, 0.009479, -0.018957, 0.000108, 0.000032, 0.005663, -0.011326, 0.000000, -0.002300, -0.001729
71, 0.000000, 0.013385, 0.119312, -0.171345, 0.000000, 0.050711, 0.009375, -0.018751, 0.000108, 0.000032, 0.005585, -0.011170, 0.000000, -0.002758, -0.001713
72, 0.000000, 0.013477, 0.118902, -0.171035, 0.000000, 0.050109, 0.009274, -0.018549, 0.000108, 0.000032, 0.005509, -0.011018, 0.000000, -0.003191, -0.001697
73, 0.000000, 0.013581, 0.118496, -0.170726, 0.000000, 0.049521, 0.009175, -0.018350, 0.000108, 0.000032, 0.005436, -0.010872, 0.000000, -0.003599, -0.001684
74, 0.000000, 0.013698, 0.118093, -0.170418, 0.000000, 0.048949, 0.009078, -0.018156, 0.000108, 0.000032, 0.005365, -0.010730, 0.000000, -0.003981, -0.001671
75, 0.000000, 0.013829, 0.117694, -0.170112, 0.000000, 0.048391, 0.008983, -0.017965, 0.000108, 0.000032, 0.005296, -0.010593, 0.000000, -0.004338, -0.001661
76, 0.000000, 0.013973, 0.117299, -0.169809, 0.000000, 0.047848, 0.008889, -0.017779, 0.000107, 0.000032, 0.005230, -0.010460, 0.000000, -0.004669, -0.001652
77, 0.000000, 0.014132, 0.116908, -0.169509, 0.000000, 0.047320, 0.008798, -0.017596, 0.000107, 0.000032, 0.005166, -0.010333, 0.000000, -0.004975, -0.001644
78, 0.000000, 0.014305, 0.116522, -0.169213, 0.000000, 0.046805, 0.008709, -0.017417, 0.000107, 0.000032, 0.005105, -0.010209, 0.000000, -0.005255, -0.001638
79, 0.000000, 0.014494, 0.116140, -0.168921, 0.000000, 0.046306, 0.008621, -0.017242, 0.000107, 0.000032, 0.005045, -0.010090, 0.000000, -0.005509, -0.001634
80, 0.000000, 0.014700, 0.115763, -0.168635, 0.000000, 0.045820, 0.008535, -0.017071, 0.000107, 0.000032, 0.004988, -0.009976, 0.000000, -0.005737, -0.001631
81, 0.000000, 0.014922, 0.115391, -0.168354, 0.000000, 0.045348, 0.008452, -0.016904, 0.000107, 0.000032, 0.004933, -0.009866, 0.000000, -0.005938, -0.001629
82, 0.000000, 0.015163, 0.115025, -0.168080, 0.000000, 0.044891, 0.008370, -0.016740, 0.000107, 0.000032, 0.004880, -0.009760, 0.000000, -0.006113, -0.001629
83, 0.000000, 0.015421, 0.114665, -0.167814, 0.000000, 0.044448, 0.008290, -0.016581, 0.000107, 0.000032, 0.004830, -0.009659, 0.000000, -0.006260, -0.001630
84, 0.000000, 0.015700, 0.114311, -0.167555, 0.000000, 0.044020, 0.008213, -0.016426, 0.000107, 0.000032, 0.004781, -0.009562, 0.000000, -0.006380, -0.001632
85, 0.000000, 0.015998, 0.113964, -0.167305, 0.000000, 0.043606, 0.008137, -0.016274, 0.000106, 0.000032, 0.004735, -0.009470, 0.000000, -0.006471, -0.001635
86, 0.000000, 0.016318, 0.113624, -0.167065, 0.000000, 0.043206, 0.008064, -0.016127, 0.000106, 0.000032, 0.004691, -0.009381, 0.000000, -0.006533, -0.001639
87, 0.000000, 0.016661, 0.113292, -0.166836, 0.000000, 0.042822, 0.007992, -0.015984, 0.000106, 0.000032, 0.004649, -0.009298, 0.000000, -0.006565, -0.001644
88, 0.000000, 0.017026, 0.112968, -0.166618, 0.000000, 0.042452, 0.007923, -0.015845, 0.000106, 0.000032, 0.004609, -0.009218, 0.000000, -0.006566, -0.001649
89, 0.000000, 0.017416, 0.112652, -0.166413, 0.000000, 0.042097, 0.007855, -0.015711, 0.000106, 0.000032, 0.004572, -0.009144, 0.000000, -0.006537, -0.001655
90, 0.000000, 0.017831, 0.112346, -0.166221, 0.000000, 0.041758, 0.007790, -0.015581, 0.000106, 0.000032, 0.004537, -0.009073, 0.000000, -0.006475, -0.001661
91, 0.000000, 0.018273, 0.112050, -0.166043, 0.000000, 0.041434, 0.007728, -0.015455, 0.000106, 0.000032, 0.004504, -0.009007, 0.000000, -0.006380, -0.001668
92, 0.000000, 0.018743, 0.111764, -0.165882, 0.000000, 0.041127, 0.007667, -0.015334, 0.000106, 0.000032, 0.004473, -0.008946, 0.000000, -0.006251, -0.001675
93, 0.000000, 0.019242, 0.111490, -0.165736, 0.000000, 0.040835, 0.007609, -0.015218, 0.000106, 0.000032, 0.004445, -0.008890, 0.000000, -0.006086, -0.001681
94, 0.000000, 0.019771, 0.111227, -0.165609, 0.000000, 0.040561, 0.007554, -0.015107, 0.000106, 0.000032, 0.004419, -0.008838, 0.000000, -0.005885, -0.001687
95, 0.000000, 0.020332, 0.110978, -0.165501, 0.000000, 0.040304, 0.007500, -0.015001, 0.000106, 0.000032, 0.004396, -0.008792, 0.000000, -0.005647, -0.001693
96, 0.000000, 0.020925, 0.110742, -0.165413, 0.000000, 0.040065, 0.007450, -0.014900, 0.000106, 0.000032, 0.004375, -0.008750, 0.000000, -0.005369, -0.001698
97, 0.000000, 0.021553, 0.110521, -0.165347, 0.000000, 0.039844, 0.007402, -0.014804, 0.000106, 0.000032, 0.004357, -0.008714, 0.000000, -0.005052, -0.001703
98, 0.000000, 0.022216, 0.110315, -0.165305, 0.000000, 0.039642, 0.007357, -0.014714, 0.000106, 0.000032, 0.004341, -0.008683, 0.000000, -0.004694, -0.001706
99, 0.000000, 0.022915, 0.110126, -0.165287, 0.000000, 0.039459, 0.007315, -0.014630, 0.000105, 0.000032, 0.004328, -0.008657, 0.000000, -0.004293, -0.001708
100, 0.000000, 0.023652, 0.109954, -0.165295, 0.000000, 0.039297, 0.007276, -0.014552, 0.000105, 0.000032, 0.004318, -0.008637, 0.000000, -0.003848, -0.001709
101, 0.000000, 0.024429, 0.109802, -0.165331, 0.000000, 0.039156, 0.007240, -0.014480, 0.000105, 0.000032, 0.004311, -0.008623, 0.000000, -0.003359, -0.001708
102, 0.000000, 0.025245, 0.109669, -0.165397, 0.000000, 0.039038, 0.007207, -0.014415, 0.000105, 0.000032, 0.004307, -0.008615, 0.000000, -0.002823, -0.001705
103, 0.000000, 0.026102, 0.109558, -0.165494, 0.000000, 0.038942, 0.007178, -0.014356, 0.000105, 0.000032, 0.004306, -0.008613, 0.000000, -0.002240, -0.001700
104, 0.000000, 0.027001, 0.109470, -0.165625, 0.000000, 0.038869, 0.007152, -0.014305, 0.000105, 0.000032, 0.004309, -0.008617, 0.000000, -0.001609, -0.001693
105, 0.000000, 0.027943, 0.109405, -0.165791, 0.000000, 0.038822, 0.007130, -0.014261, 0.000105, 0.000032, 0.004314, -0.008629, 0.000000, -0.000929, -0.001684
106, 0.000000, 0.028927, 0.109367, -0.165994, 0.000000, 0.038801, 0.007112, -0.014225, 0.000105, 0.000032, 0.004323, -0.008647, 0.000000, -0.000199, -0.001672
107, 0.000000, 0.029954, 0.109355, -0.166237, 0.000000, 0.038806, 0.007098, -0.014197, 0.000105, 0.000032, 0.004336, -0.008672, 0.000000, 0.000581, -0.001658
108, 0.000000, 0.031024, 0.109372, -0.166521, 0.000000, 0.038841, 0.007089, -0.014178, 0.000105, 0.000032, 0.004353, -0.008706, 0.000000, 0.001411, -0.001640
109, 0.000000, 0.032137, 0.109420, -0.166850, 0.000000, 0.038904, 0.007084, -0.014167, 0.000105, 0.000032, 0.004373, -0.008747, 0.000000, 0.002292, -0.001619
110, 0.000000, 0.033291, 0.109501, -0.167224, 0.000000, 0.038999, 0.007083, -0.014166, 0.000105, 0.000032, 0.004398, -0.008796, 0.000000, 0.003222, -0.001595
111, 0.000000, 0.034485, 0.109615, -0.167648, 0.000000, 0.039127, 0.007088, -0.014175, 0.000105, 0.000032, 0.004427, -0.008854, 0.000000, 0.004201, -0.001568
112, 0.000000, 0.035718, 0.109765, -0.168123, 0.000000, 0.039288, 0.007097, -0.014195, 0.000105, 0.000032, 0.004460, -0.008921, 0.000000, 0.005228, -0.001536
113, 0.000000, 0.036987, 0.109954, -0.168651, 0.000000, 0.039486, 0.007113, -0.014225, 0.000105, 0.000032, 0.004498, -0.008997, 0.000000, 0.006301, -0.001501
114, 0.000000, 0.038290, 0.110182, -0.169237, 0.000000, 0.039720, 0.007133, -0.014267, 0.000105, 0.000032, 0.004541, -0.009083, 0.000000, 0.007418, -0.001462
115, 0.000000, 0.039622, 0.110453, -0.169881, 0.000000, 0.039993, 0.007160, -0.014321, 0.000105, 0.000032, 0.004589, -0.009178, 0.000000, 0.008575, -0.001419
116, 0.000000, 0.040980, 0.110767, -0.170587, 0.000000, 0.040308, 0.007194, -0.014387, 0.000105, 0.000032, 0.004642, -0.009285, 0.000000, 0.009770, -0.001371
117, 0.000000, 0.042359, 0.111128, -0.171357, 0.000000, 0.040665, 0.007233, -0.014467, 0.000105, 0.000032, 0.004701, -0.009402, 0.000000, 0.010997, -0.001319
118, 0.000000, 0.043752, 0.111537, -0.172195, 0.000000, 0.041066, 0.007280, -0.014560, 0.000105, 0.000032, 0.004766, -0.009531, 0.000000, 0.012252, -0.001263
119, 0.000000, 0.045154, 0.111996, -0.173102, 0.000000, 0.041514, 0.007334, -0.014668, 0.000105, 0.000032, 0.004836, -0.009672, 0.000000, 0.013530, -0.001203
120, 0.000000, 0.046557, 0.112508, -0.174082, 0.000000, 0.042010, 0.007396, -0.014791, 0.000105, 0.000032, 0.004913, -0.009825, 0.000000, 0.014823, -0.001138
121, 0.000000, 0.047954, 0.113074, -0.175137, 0.000000, 0.042557, 0.007465, -0.014930, 0.000106, 0.000032, 0.004995, -0.009991, 0.000000, 0.016125, -0.001069
122, 0.000000, 0.049335, 0.113696, -0.176269, 0.000000, 0.043155, 0.007543, -0.015085, 0.000106, 0.000033, 0.005085, -0.010169, 0.000000, 0.017428, -0.000996
123, 0.000000, 0.050692, 0.114376, -0.177481, 0.000000, 0.043808, 0.007629, -0.015258, 0.000106, 0.000033, 0.005181, -0.010362, 0.000000, 0.018723, -0.000919
124, 0.000000, 0.052014, 0.115116, -0.178775, 0.000000, 0.044516, 0.007724, -0.015448, 0.000106, 0.000033, 0.005284, -0.010568, 0.000000, 0.020002, -0.000839
125, 0.000000, 0.053291, 0.115917, -0.180153, 0.000000, 0.045283, 0.007828, -0.015656, 0.000106, 0.000033, 0.005394, -0.010789, 0.000000, 0.021254, -0.000756
126, 0.000000, 0.054513, 0.116780, -0.181616, 0.000000, 0.046108, 0.007942, -0.015884, 0.000106, 0.000033, 0.005512, -0.011024, 0.000000, 0.022471, -0.000670
127, 0.000000, 0.055669, 0.117708, -0.183166, 0.000000, 0.046994, 0.008066, -0.016132, 0.000106, 0.000033, 0.005637, -0.011274, 0.000000, 0.023642, -0.000581
128, 0.000000, 0.056748, 0.118700, -0.184804, 0.000000, 0.047943, 0.008200, -0.016399, 0.000106, 0.000033, 0.005769, -0.011539, 0.000000, 0.024757, -0.000490
129, 0.000000, 0.057739, 0.119757, -0.186532, 0.000000, 0.048955, 0.008344, -0.016688, 0.000106, 0.000034, 0.005910, -0.011819, 0.000000, 0.025806, -0.000398
130, 0.000000, 0.058633, 0.120881, -0.188349, 0.000000, 0.050031, 0.008499, -0.016998, 0.000107, 0.000034, 0.006058, -0.012115, 0.000000, 0.026780, -0.000303
131, 0.000000, 0.059420, 0.122071, -0.190257, 0.000000, 0.051173, 0.008665, -0.017330, 0.000107, 0.000034, 0.006213, -0.012427, 0.000000, 0.027669, -0.000207
132, 0.000000, 0.060091, 0.123326, -0.192254, 0.000000, 0.052380, 0.008842, -0.017684, 0.000107, 0.000034, 0.006377, -0.012754, 0.000000, 0.028467, -0.000109
133, 0.000000, 0.060639, 0.124648, -0.194340, 0.000000, 0.053654, 0.009030, -0.018060, 0.000107, 0.000034, 0.006548, -0.013096, 0.000000, 0.029164, -0.000011
134, 0.000000, 0.061058, 0.126034, -0.196515, 0.000000, 0.054993, 0.009229, -0.018459, 0.000107, 0.000034, 0.006727, -0.013453, 0.000000, 0.029756, 0.000089
135, 0.000000, 0.061341, 0.127484, -0.198776, 0.000000, 0.056398, 0.009440, -0.018881, 0.000108, 0.000035, 0.006913, -0.013825, 0.000000, 0.030237, 0.000188
136, 0.000000, 0.061487, 0.128997, -0.201122, 0.000000, 0.057867, 0.009663, -0.019326, 0.000108, 0.000035, 0.007106, -0.014212, 0.000000, 0.030603, 0.000286
137, 0.000000, 0.061493, 0.130570, -0.203550, 0.000000, 0.059399, 0.009897, -0.019793, 0.000108, 0.000035, 0.007306, -0.014612, 0.000000, 0.030852, 0.000383
138, 0.000000, 0.061359, 0.132202, -0.206059, 0.000000, 0.060993, 0.010142, -0.020283, 0.000108, 0.000035, 0.007513, -0.015026, 0.000000, 0.030984, 0.000476
139, 0.000000, 0.061087, 0.133891, -0.208644, 0.000000, 0.062646, 0.010398, -0.020796, 0.000109, 0.000035, 0.007726, -0.015452, 0.000000, 0.031000, 0.000564
140, 0.000000, 0.060680, 0.135633, -0.211302, 0.000000, 0.064355, 0.010665, -0.021330, 0.000109, 0.000035, 0.007945, -0.015890, 0.000000, 0.030901, 0.000646
141, 0.000000, 0.060143, 0.137425, -0.214029, 0.000000, 0.066119, 0.010943, -0.021885, 0.000109, 0.000036, 0.008169, -0.016339, 0.000000, 0.030691, 0.000720
142, 0.000000, 0.059483, 0.139266, -0.216821, 0.000000, 0.067932, 0.011231, -0.022462, 0.000110, 0.000036, 0.008399, -0.016797, 0.000000, 0.030376, 0.000784
143, 0.000000, 0.058707, 0.141150, -0.219674, 0.000000, 0.069793, 0.011529, -0.023058, 0.000110, 0.000036, 0.008632, -0.017264, 0.000000, 0.029962, 0.000837
144, 0.000000, 0.057825, 0.143076, -0.222582, 0.000000, 0.071696, 0.011837, -0.023674, 0.000110, 0.000036, 0.008869, -0.017739, 0.000000, 0.029455, 0.000879
145, 0.000000, 0.056846, 0.145038, -0.225541, 0.000000, 0.073637, 0.012154, -0.024307, 0.000111, 0.000036, 0.009110, -0.018219, 0.000000, 0.028864, 0.000908
146, 0.000000, 0.055781, 0.147033, -0.228545, 0.000000, 0.075612, 0.012479, -0.024958, 0.000111, 0.000036, 0.009352, -0.018704, 0.000000, 0.028197, 0.000925
147, 0.000000, 0.054642, 0.149058, -0.231589, 0.000000, 0.077615, 0.012812, -0.025624, 0.000111, 0.000036, 0.009597, -0.019193, 0.000000, 0.027464, 0.000929
148, 0.000000, 0.053440, 0.151107, -0.234668, 0.000000, 0.079642, 0.013153, -0.026306, 0.000112, 0.000036, 0.009842, -0.019685, 0.000000, 0.026674, 0.000922
